"V1","V2"
"Acsl1","Filip1l"
"Acat1","Mapk1"
"Golga3","Tcof1"
"Ppt1","Capns1"
"Cat","Ctsa"
"Echs1","Fasn"
"Snrpf","Aldh3b1"
"Hmgb3","Capg"
"Zfp259","Coro2a"
"Aacs","Pdxdc1"
"Cpsf2","Kdm1a"
"Tnfrsf26","mUBPY"
"G3bp2","Dffa"
"Dffa","mKIAA4163"
"Cd200r1","Dffa"
"Dffa","Ttc39c"
"Naa50","Strap"
"Fblim1","Hist1h1d"
"Fasn","Idh3a"
"Anxa11","Cox6a1"
"Dstn","Nrf1"
"Tcea1","Sra1"
"Ccl5","Pnp"
"Hcfc1","Eef1a1"
"Rpl37a","Grpel1"
"Nup98","Tmem165"
"Erh","Uqcrb"
"Gmfg","Ldha"
"Cbx5","Got1"
"Pddc1","Phf5a"
"Cdc42","Dhcr24"
"Sec24b","Glipr2"
"Nufip2","Aimp1"
"Cpsf3","Stfa1"
"Acat3","Ppt1"
"Slc25a4","Ccdc55"
"Ccdc55","Psmb6"
"Cpsf7","Ccdc55"
"Mvk","Lemd2"
"Grpel1","Rpl13"
"Tbk1","2310036O22Rik"
"Wbscr22","Gcn1l1"
"Git1","Wbscr22"
"Wbscr22","5033414D02Rik"
"Wbscr22","Htatip2"
"Wbscr22","Agfg1"
"Wbscr22","Hps3"
"Wbscr22","Nes"
"Wbscr22","Rab11fip1"
"Wbscr22","Smcr8"
"Mdp1","Acat1"
"Neu1","Wdr91"
"Rufy3","Fam98b"
"Prcp","Soat1"
"Tlr2","Zc3h14"
"Exoc4","Zc3h14"
"Dnajb1","Ubqln1"
"Ctps","Hspe1"
"Fam105b","Ttc15"
"Dnaja3","Psmb6"
"Zranb2","Mtch2"
"Dnaja2","mACS4"
"Smarca5","Nup43"
"Emd","Snrpc"
"Ddi2","Sdha"
"Selenbp1","Mpst"
"Acsl1","Irg1"
"Ube2v1","Dpp7"
"Rpl10a","Pcyt1b"
"Aoah","Tns3"
"cbp82","Eml2"
"Rpl24","Gmfg"
"Pnkp","Ube2k"
"Guk1","Sema4a"
"Ddost","Psmc1"
"Mtap1s","Cars"
"Wdr77","P4hb"
"Mdh1","Tsta3"
"Arpc3","Serpinb9"
"Psma2","Ppp2r1a"
"Adap1","Crip1"
"Ugcgl1","Actr1b"
"Osbpl11","M6pr"
"Tollip","Dpp7"
"Crnkl1","Zadh2"
"Ddx21","Sf3a3"
"Lyar","Atad3a"
"Lyar","Trim12a"
"1810013D10Rik","Chmp5"
"Rrm1","Mapk14"
"Pura","Nup93"
"Dnaja1","Aoah"
"Arl6ip1","Arfgef1"
"Rps29","Khsrp"
"Hmbs","Ssh3"
"Fasn","Rps6"
"Marcksl1","Dck"
"Ptges3","Rwdd4a"
"Fam136a","Gnai3"
"AK049578","Hmha1"
"Celf2","Slc4a1ap"
"Rnmt","Arap1"
"Itgax","Ube2d3"
"Hp1bp3","Hspe1"
"Pacs2","Snx6"
"Surf6","Eef1b2"
"Surf6","Wars"
"Surf6","2310035C23Rik"
"Surf6","Snx17"
"Surf6","Ano6"
"AK087295","Clic4"
"Ddi2","Pdha1"
"Acad9","Prpf40a"
"Lcmt1","Atxn2"
"Eef1b2","Ly6g"
"Exoc6b","Ly6g"
"Hectd3","Wnk1"
"Mcm2","Psmc1"
"Bst1","Vps28"
"Ncf4","Rplp1"
"Ubap2l","Usp19"
"Tprkb","Snf8"
"Stau1","Lims1"
"Dcaf7","Ebp"
"Arpc4","Rexo2"
"Txlna","Tnfaip8l3"
"Anxa3","Cdk1"
"Cd300lf","Luc7l"
"Snf8","A230046K03Rik"
"Emb","Rbmxrt"
"Pdlim5","Fam114a2"
"BC002288","Cd74"
"Xrn2","Nufip2"
"Cwc27","Hmgn5"
"Rsad2","Oas3"
"Gbp5","Cpeb4"
"Srsf4","Glud1"
"Tbcd","Pdxdc1"
"Hars2","2810428I15Rik"
"Uba5","Hspd1"
"Mdh1","Glod4"
"Tacc3","Spag7"
"Mtap1s","Pkm2"
"Sepx1","Mir684-1"
"GPx4","Nisch"
"Cd177","Ddx42"
"Ap2s1","Cebpg"
"Lrch3","Sec61b"
"Rel","Syk"
"Dnmt1","Ssrp1"
"Cul5","Isoc1"
"Ppp1r3a","Camk2g"
"Sash1","Marcksl1"
"BC013712","Amigo2"
"Amigo2","Smarcd3"
"Cd99","Amigo2"
"Osgep","Pcnp"
"Pgm3","Dap3"
"Ddi2","Lrrc47"
"Lrrk1","Mobkl1b"
"Znfx1","Daxx"
"Rnasel","Rabggta"
"Ndufs8","Glo1"
"Eif4b","AI314976"
"Sbds","Ass1"
"nssr 1","Ftl1"
"Gatad2a","Gas7"
"Dbnl","Prcp"
"Serpinb2","Cdkn1a"
"Mcts1","Aldh4a1"
"Hnrnpab","Ube2i"
"Crnkl1","Sf3a1"
"Rpl37a","Nbeal2"
"Phb2","Snx4"
"Dhx58","Clic4"
"Hck","Eif2ak2"
"Car2","Galnt2"
"Fasn","Acads"
"Sars","Psmc1"
"Glyr1","CLM1-A"
"Cpne3","Ndufv1"
"Stk10","Nubp2"
"Marcksl1","Gbp2"
"Atp2b1","Trap1"
"Rhoa","AI314180"
"Mrpl37","Gspt1"
"Thbs1","Mfge8"
"Srsf4","Acox3"
"Tbc1d13","Pcbp1"
"Myo1g","Aldh3b1"
"Bst2","Ccdc86"
"Kcnab2","Rps27l"
"Ruvbl2","Pgk1"
"Lpcat3","Vps45"
"Lrrc8d","Mcee"
"Lrrc8d","Mthfs"
"Tnfrsf26","AK049578"
"Tpp2","Prkch"
"Mtap1s","Pnpt1"
"Prdx2","Cherp"
"1110005A23Rik","Smchd1"
"Gdi1","Nif3l1"
"2010012O05Rik","Fam98b"
"Acat1","Uqcrb"
"2400003C14Rik","Reep5"
"Rpia","Gsr"
"Rock2","Wnk1"
"Xpo1","Rap1gds1"
"Lrpprc","Nfu1"
"pub","Lims1"
"Slc25a11","Nceh1"
"Dennd4b","Pfdn1"
"Spr","Arpc5"
"Lcn2","Nup98"
"Rfc3","Acy1"
"Sdccag1","Sec31a"
"Pacsin2","Rpl21"
"Dhfr","Gbe1"
"Ddhd1","Rab18"
"Csde1","Snf8"
"Sri","Glod4"
"Ttc37","Tuba3a"
"Cpeb4","Ddx58"
"Mobkl1a","Kif1b"
"1810063B05Rik","Parp1"
"Rrp1b","Rab35"
"Znfx1","Isg15"
"Mycbp","Eif2c2"
"Nop56","Snx2"
"Prkar1a","Kdm3b"
"Stat5a","Alkbh5"
"Sbds","Rgs14"
"Nmral1","Hddc2"
"2310008H04Rik","Meaf6"
"Ampd1","Nipsnap1"
"Tra2b","Rassf2"
"Hnrnpu","Ubqln1"
"Wdr37","Cd99"
"Acsl1","Saa3"
"Tubb5","Ctsz"
"Nr3c1","AK171687"
"Cpped1","Pofut1"
"Pcyox1","Gmpr"
"Rps24","Eif2s1"
"2610301G19Rik","Nsun2"
"Pdia4","Zc3h18"
"Bzw1","Gbp6"
"Ndrg3","Trf"
"Taok3","Thumpd1"
"Mrps23","Bphl"
"Exoc4","Pik3cb"
"Aco1","BC026585"
"Pcmt1","Pgpep1"
"Sin3a","Snf8"
"Acat3","Sdha"
"Cfb","Cyp4v3"
"Akt1","Arpc1b"
"Ddx47","Trappc2"
"Txlna","Sra1"
"Pspc1","Eif3k"
"Aldh2","Acap2"
"Ppp4r1","Ahcy"
"Pdcd2l","Tyrobp"
"Ifit3","Trim21"
"Tnfaip2","Cox7c"
"Bst2","Tor3a"
"EF437385","Rab5b"
"Efhd2","Tsnax"
"Casp1","Cstb"
"Cfb","Irgm2"
"Snx6","Serpinb1a"
"Smek2","Ddx42"
"Slc2a6","mACS4"
"Lss","Nup62-il4i1"
"Anpep","Supt5h"
"Rbms1","Stfa1"
"Nans","Acap2"
"Nampt","Arhgdia"
"Fam136a","Sdha"
"2610301G19Rik","Ampd2"
"Abhd14b","Rexo2"
"Pgp","Aftph"
"5430437P03Rik","Uckl1"
"Eef1a1","Spata5"
"Mrpl15","AK034420"
"Grb2","Dnajc9"
"Chm","Crry"
"Etfa","Psmc1"
"Strn3","Gatm"
"Rpl19","Nmt1"
"Pdlim2","Galnt2"
"Rps16","Eif1ad"
"Sep2","Eif1ad"
"Eif1ad","Sh3kbp1"
"Nup50","Dbnl"
"Ftsjd2","Rprd2"
"Tars","Rabggta"
"Rbpms","Gsk3b"
"Ptpn23","Nudt2"
"Abi1","Sec23ip"
"Rad23b","Eif2s2"
"Mettl11a","Psph"
"Polr2l","Psph"
"Nkap","Psph"
"Nsfl1c","Sec23a"
"Exosc6","Hsbp1"
"Ftl1","Hdac1"
"Iqgap1","Cryzl1"
"Atp6v1d","Sf3a2"
"Nmt1","Sec24c"
"Numb","Mical1"
"Ndufb9","Aldh16a1"
"Tmlhe","Dpy30"
"Mapre1","Ctps2"
"Selenbp1","Mpo"
"Acadm","Pgam1"
"Nub1","Nmt1"
"Ube2l3","Nup62"
"Snap23","Etfa"
"Lamp2","Sh3d19"
"Mdh2","Tsta3"
"Glipr2","9030617O03Rik"
"Gngt2","Hps3"
"Rbm34","A830007P12Rik"
"Tmsb4x","Dctn6"
"Srsf4","2610301G19Rik"
"Abce1","Acaa2"
"Aldh2","Tpi1"
"Dhx16","Stam2"
"Eftud2","Pfkfb3"
"Uqcrc2","Pdk3"
"Ccl5","Dtx3l"
"Nedd8","Arpc1b"
"Plekho1","Rnaset2b"
"Agl","Aco2"
"Gpatch8","Ak1"
"Dnajb11","2310045N01Rik"
"Ccdc50","Cggbp1"
"Glo1","Myo1f"
"Alkbh5","Anp32b"
"Abce1","Syncrip"
"Nrbp1","Tpt1"
"Sh3tc1","Pdcd2l"
"mKIAA1207","Rab6"
"Rexo2","Mrpl12"
"Sdcbp","Sap30"
"Ebp","Tbc1d10b"
"Mpp1","Nrbp1"
"Ppa2","Dbt"
"2310014H01Rik","Fermt3"
"Eif3m","Gmpr"
"Stfa1","Sipa1"
"Acox3","Fam120a"
"Kctd12","Gamt"
"Pfdn5","Snx3"
"Glrx5","Usp5"
"Cetn2","Slc27a3"
"Kctd12","Tomm34"
"Psmb9","Gmfg"
"Mapre1","Rpl28"
"Setd3","Tubb2c"
"Nr3c1","Eif2ak2"
"Aldh9a1","Dlat"
"Ube2d3","Carm1"
"Stat2","Zfr"
"Cox6a1","Cdk13"
"Trnt1","Cdk13"
"Nsdhl","Rbbp6"
"Usp25","Ict1"
"Cog2","Eif3g"
"2610034B18Rik","Vps52"
"Tpi1","Pfdn1"
"Ankib1","Myeov2"
"Ankib1","Mapre2"
"Fam49b","Gfer"
"Pdxdc1","Eif3l"
"Cdc37","Dnajc8"
"Zfyve19","Cse1l"
"Dkc1","Kynu"
"Aak1","Dok2"
"Gcsh","Mrpl11"
"Cherp","Khsrp"
"Idh3b","Srgap2"
"Ccdc22","Golim4"
"Lypla2","Pacsin2"
"Hagh","Vac14"
"Cox6b1","Akap9"
"Dbnl","Tsnax"
"Eif3a","Gipc2"
"Aldh3b1","Tceb1"
"Rpl9","Phf5a"
"Nsfl1c","Wtap"
"2310022A10Rik","Ube2v1"
"Tnpo1","Tagln2"
"Efhd2","Nsun2"
"Cops8","Prcp"
"Cfb","Irgm2"
"Clic4","Mtpn"
"Arfgap2","Ctcf"
"Alkbh7","Trim12a"
"Alkbh7","Lig3"
"Ndufs1","Acads"
"Lgals9","Mcmbp"
"Ctps","Hs1bp3"
"Ptk2b","Actr3"
"Sf3a1","Plbd2"
"Arpp19","Zfx"
"Zfx","5430437P03Rik"
"Prpf31","Zfx"
"Zfx","Arrb2"
"Zfx","Tacc3"
"Zfx","Rab11fip1"
"Zfx","Ahnak2"
"Pmm2","Mrc1"
"Ep300","Cops4"
"Tuba1c","Ttll12"
"Cpsf2","Capn1"
"Mogs","Ep300"
"Slc7a2","Mir147"
"Pacs1","Hdgf"
"Ragd","Zfp326"
"Ifi205","Cyp4v3"
"Prosc","Lrrc47"
"Ragd","Prkacb"
"Hnrnph3","CLM1-A"
"Serpinb2","Marcksl1"
"Mrpl41","Oxct1"
"Dync1li1","Degs1"
"Nmt1","Ywhae"
"Pcca","Hspa9"
"B230208H17Rik","Fam125b"
"Urod","Rpl12"
"Lpp","Wdr91"
"Man2c1","Snrpa1"
"Gsr","Bst1"
"Cnpy4","Lpcat3"
"Pgm3","mKIAA4192"
"Atp6v0d1","Prune"
"Lrp1","Naa38"
"Osbpl1a","Nisch"
"Cul2","AK157914"
"Raver1","Psmc1"
"Ak2","Acox1"
"Akr7a5","Snrpe"
"H2afj","Cwc22"
"Med15","Mt1"
"Prrc1","Commd5"
"Trip12","Mnt"
"Rfx1","Nup160"
"Dnajc8","Syncrip"
"Psmg4","Mrpl15"
"Rbm47","Tuba3a"
"Naa50","Rpl36al"
"Atp1b3","Cog4"
"Gnao1","Pls1"
"Gsto1","Grb2"
"Arl6ip1","Zranb2"
"Rassf2","mKIAA1207"
"Atp6v0d2","Ube2d3"
"Ykt6","Pcyt1b"
"1810063B05Rik","Ranbp3"
"Ppp2r5d","Tifa"
"Atp6v1e1","Eif3f"
"Sh3bgrl","Scyl1"
"Tmsb10","Rpl36al"
"Mtpn","Nans"
"Cstb","Pfdn5"
"mKIAA1207","Fam129a"
"Nedd8","Ctnnbl1"
"Lrrc47","Tnpo1"
"Prpf18","Gnl3"
"Ndufs6","Usp24"
"Sord","Syncrip"
"Prmt5","Ero1l"
"Tmed10","Pdxk"
"Arfgap2","Psmd2"
"Clec4d","Notch2"
"Lsm5","Snx18"
"Atg12","1810006K21Rik"
"Anp32a","Hpca"
"Tom1","Ctnnbl1"
"Mpo","mKIAA4150"
"Opa1","Rabif"
"Efhd2","Fam136a"
"Psma1","Nucks1"
"Krr1","Diablo"
"Prkaa2","Rbm5"
"Smpdl3b","Sh3gl1"
"Nebl","H2afj"
"Ifit3","Igtp"
"Znfx1","Mir147"
"Ssr4","Txndc5"
"Trip12","Itgb5"
"Ube2l3","Vps33a"
"Psma2","Ppp2r4"
"AI607873","Slc7a2"
"Urod","Cherp"
"Itgb1","Msn"
"Atp1b3","Ikbke"
"Ddx1","Ddx27"
"mKIAA0694","Prpf3"
"Clybl","Hnrnpu"
"Sh3glb1","Tlr7"
"Irgm1","Ifit3"
"Tpm1","Syncrip"
"Vcl","C1qa"
"MAN2B2","Pfdn1"
"2310044H10Rik","Ctsa"
"Hspa8","Dncic2"
"Lypla2","Nt5c2"
"Psmc4","Dcps"
"AK157941","Max"
"Snx4","Khsrp"
"Arhgap15","Bop1"
"Arhgap15","Psmd1"
"Arhgap15","Smap2"
"Arhgap15","Ppp2r5d"
"Arhgap15","Dut"
"Epb4.1l1","Arhgap15"
"Ralgapb","Arhgap15"
"Arhgap15","Pex14"
"Arhgap15","Snx8"
"Arhgap15","Asprv1"
"Arhgap15","Kiaa0196"
"Cops8","Wdr77"
"Cpox","Ap2s1"
"Ap2s1","6530401N04Rik"
"Atox1","Tnpo1"
"Ybx1","Fermt3"
"Aqr","Dctpp1"
"Magoh","mKIAA0676"
"Gbp2","Dck"
"Sipa1","Arfip1"
"NAAA","Acaa2"
"Mcm3","Prosc"
"AK008288","Ubxn1"
"Dennd4b","Pgk1"
"Ckap4","Galnt2"
"4933424B01Rik","Mrpl32"
"Gngt2","Fxr2"
"Csnk2a1","Ccdc124"
"Fermt3","Prcp"
"Tppp3","Dcps"
"2010305A19Rik","Ppp6r1"
"Flot1","Sh3kbp1"
"Med11","Sh3kbp1"
"Gpnmb","mKIAA0281"
"2410001C21Rik","mFLJ00294"
"Eif6","Nap1l4"
"NAAA","Pdk3"
"Lss","Exoc6"
"Hcfc1","Spg11"
"Ndufa7","Aldh2"
"AK171687","Klc1"
"Utp6","Vav2"
"Cd38","Mir147"
"Apeh","Eef1a1"
"Wdr81","Grpel1"
"BC002288","Csf1r"
"Notch2","Daxx"
"Pqbp1","Pycard"
"Srp72","S100a10"
"Rbpms","Kif5b"
"Arhgap30","Ccdc6"
"Lsm4","Capns1"
"2610301G19Rik","Ldha"
"Rps11","Timm44"
"Il1a","Notch2"
"Gna13","Pabpn1"
"Impdh1","Idh2"
"Ftsjd2","Sh3glb1"
"Bax","Wdr44"
"Uba5","Tomm34"
"Timm8a1","Ppp2r4"
"Gabarap","Mprip"
"Sp100","Igtp"
"Gm10094","Bcl2l1"
"Fam136a","Nans"
"Arrb1","Uba2"
"Edc3","Idh2"
"Dpf2","Wars"
"Cul2","Stfa1"
"Frmd8","Nrbp1"
"S100a9","Selplg"
"Uba52","Selplg"
"Eno2","Selplg"
"Selplg","Fxc1"
"Selplg","Tdg"
"Mtap7d1","Ftl1"
"Cog4","Hyou1"
"Trim23","Nudt19"
"Lss","Mpo"
"Gas7","Cul3"
"Wdr37","Pppde2"
"Ccdc88b","1600014C10Rik"
"Nup153","Nolc1"
"Lrch3","Src"
"Snx17","Spag7"
"Rbm33","Ddx41"
"Cfb","Dck"
"Hck","Sod2"
"Lrpap1","Cog4"
"Cd44","Gmppb"
"Cox5b","Ctsd"
"Dhfr","Oxct1"
"1110005A23Rik","Rab8B"
"Arhgap25","AK049578"
"Pfdn5","Rpl7"
"Ugp2","Atp5b"
"Trnt1","Smarcd3"
"Copg","Gmppb"
"Ragd","Gm6635"
"Ehd4","Psmd1"
"Setd3","Ywhae"
"Iqgap1","Atp6v1e1"
"Ctr9","H6pd"
"Rqcd1","Ubqln1"
"Slc25a1","Fabp5"
"Adssl1","Pcyt2"
"Pfkp","Actr1b"
"Mapk3","Pip4k2a"
"Nup155","Nptn"
"Gbas","Erh"
"Pam16","Clpx"
"Ap3d1","Pnn"
"Apex1","Rest"
"Kif1b","Dcaf8"
"Tbc1d13","AK185771"
"Rrs1","Osbpl8"
"Ybx1","Aimp1"
"Glt25d1","mUBPY"
"1500003O03Rik","Lyar"
"Ate1","Arhgef7"
"Spr","Vps39"
"Psmd11","Stx7"
"Anpep","Copg"
"Fam192a","Prg2"
"Palm","AK045837"
"Nup133","Lamp1"
"Myl6","Ero1l"
"Numb","Pram1"
"Xrn2","Snrpa"
"Anpep","Dis3"
"Glt25d1","Srsf11"
"Mif","Nusap1"
"Fasn","Osbpl8"
"Cab39","Vdac3"
"Atpif1","Acap2"
"2010106G01Rik","Rraga"
"Nsfl1c","Prosc"
"Tnfrsf26","mKIAA0031"
"Nhlrc2","Rab5b"
"Ipo4","Hdac4"
"Ptms","Vps39"
"Akap8","Sh3gl1"
"H2afy","Sec24c"
"Eno2","Tsen54"
"Ddost","Prcp"
"Mapkapk3","Acap2"
"Akt1s1","Pdap1"
"Wdr37","Kifap3"
"Emg1","Rab6"
"Tlr7","Fam129a"
"Rab11fip5","Itgax"
"Rnaset2a","Cript"
"1810013D10Rik","Rpl11"
"Pfdn5","5033414D02Rik"
"Ubxn1","Mrpl11"
"Luzp1","Pfdn2"
"Dcps","Dkc1"
"Sbds","Rps6ka3"
"Clip1","Hspa8"
"Brcc3","Acap2"
"Rgs14","Zfr"
"Hsph1","Ss18"
"Trim14","Rhot1"
"Trim14","Nudcd1"
"Crlf3","Cpt2"
"Lsm5","Tmem43"
"Pfdn5","Lmnb2"
"Hn1","Ddx6"
"Hnrnpa3","Aldh2"
"Akr1a4","Mapre1"
"Hdgfrp2","Tbca"
"Tmsb10","Hspd1"
"Eif5","Cyb5b"
"Atp5f1","Cyb5b"
"Cyb5b","Thoc6"
"D10Wsu52e","Sart1"
"Abhd14b","Ddx46"
"Stfa1","Ywhag"
"Vps36","Ahcy"
"Erh","Acap2"
"Prkar2a","Zc3h11a"
"Ube2m","Dek"
"Cat","Ctsl"
"Hagh","B4galnt1"
"Safb","Capza1"
"Grb2","Lsm4"
"Arf4","Prdx5"
"Asl","Ywhae"
"mKIAA1207","Atp6v1b2"
"Rap1gds1","Rhog"
"Dnaja2","Ftsjd2"
"mKIAA0268","Mat2b"
"Scarb2","Katna1"
"Smarce1","Katna1"
"Exoc7","Gsr"
"Smarcc2","Polr1c"
"Ccl5","Oas1g"
"Copg","Abce1"
"Atp5d","Ppif"
"Gm5431","Rpe"
"Psmc4","Prcp"
"Mpp1","Hck"
"Phpt1","Vps33b"
"Ndufb9","Etfdh"
"Umps","Pik3r1"
"Kctd10","Arih2"
"Ddx58","Malt1"
"Sp110","Ube2l6"
"Ifih1","Ddx24"
"Col4a3bp","Upf3b"
"Aldh1l1","Pmvk"
"Ltb4r1","Clk3"
"Nmral1","Nudt16"
"B4galnt1","Klc1"
"Camk1d","Pkm2"
"Ifit3","Dhx58"
"S100a9","Slc27a1"
"Baz1b","Ccbl2"
"Tomm6","Lgals4"
"Nsfl1c","Fdps"
"Polr2i","Ubxn4"
"Ppig","Sdhb"
"Uba3","Apoa1bp"
"Irgm1","Ifit2"
"Selenbp1","Phf5a"
"Copg","Col4a3bp"
"Pfdn5","Psmc1"
"Gle1","Lrp1b"
"H1f0","Timm8b"
"Pfdn1","Eml2"
"Hist2h2bb","Nup155"
"Vamp8","Fyb"
"Ly86","Ufm1"
"G3bp2","Tmed9"
"Pyhin1","Zeb2"
"Nln","Hnrnpr"
"Hnrpll","P2rx7"
"Smarca5","Cryzl1"
"Mfge8","Tgm2"
"Cd40","Ddx24"
"Chmp4b","Il1rn"
"Aldh18a1","Gnaq"
"Gstm7","Syk"
"Ywhaq","Myo1f"
"Vps18","Ewsr1"
"Sp1","Xpnpep1"
"Dnajc2","Naa15"
"Polr2j","Gdap2"
"Muted","Ehhadh"
"Atp1a1","Hp1bp3"
"Ctsd","Nhp2"
"Tsg101","Aip"
"G3BP","Ubqln4"
"Akr1a4","Rps11"
"H2afy","Mthfd1l"
"Dnaja2","Dncic2"
"Dnajc7","Grwd1"
"Cnp","Wdr26"
"Ifi205","Parp14"
"Rpl9","Ppt1"
"Agap3","Pgm3"
"Dnajc10","Rabggta"
"Ddi2","Tmod3"
"1810009A15Rik","Ear1"
"Aak1","Etf1"
"Exoc7","Snx18"
"Dhrs1","Txndc17"
"Sin3a","Add3"
"Nr3c1","Zeb2"
"Ttll12","Ctps2"
"Vps36","Tpi1"
"Lgals9","Sp110"
"Rpia","2610101N10Rik"
"Mrps22","Srrm1"
"Ndufs1","Gatm"
"Mki67","Ube2i"
"Txnl1","Ube2m"
"Ddx1","Hist1h1a"
"Trex1","Sp110"
"Hsd17b12","Tceb1"
"Tppp3","Pfdn1"
"6-Sep","Nup93"
"Uba5","Etfa"
"Dennd4b","Tardbp"
"Csde1","Mnt"
"Drd2","Slc25a31"
"Cul1","Eef1a1"
"Lpcat3","Farsb"
"Was","Cox6c"
"Plaa","Mavs"
"Exosc9","Psmb4"
"Ntan1","mKIAA0281"
"Zc3h4","Vars"
"Mogs","Rpl32"
"Fam160b1","Rela"
"Cd38","Fam160b1"
"Fam160b1","Adar"
"Srsf4","Atpif1"
"Tardbp","Scfd1"
"Stx7","Pfdn1"
"Dgkz","Oxct1"
"Rplp2","Tbc1d20"
"Acads","Taldo1"
"Rap2b","Ndufa12"
"Aoah","Dpysl2"
"Tmed7","Atf7ip"
"Atf7ip","Sep11"
"Hspa14","Atf7ip"
"Mcm4","Txlna"
"Pcbp1","Nmt1"
"Muted","Dazap1"
"Tsnax","Tollip"
"Grpel1","Tuba3a"
"Ddt","Luc7l3"
"Il1f9","Sbds"
"Apaf1","Rrm1"
"Zzef1","Ilk"
"Psme3","Ass1"
"Ero1lb","Snf8"
"Tlr7","Ero1lb"
"Cdc73","Uchl4"
"Psmc1","Prcp"
"Rnf114","Trim25"
"Nup205","Oxr1"
"Ugp2","Tufm"
"Cd84","Dnmt3a"
"Ptpn1","Cacna1d"
"Ube2b","Pafah1b2"
"Ube2b","Crmp1"
"Rps12","Mrps35"
"Cd302","Ly6c1"
"Nudcd2","Abce1"
"Mavs","Mcm7"
"Naa38","Fbl"
"Ogfr","Arid1a"
"Nono","Wtap"
"Akr1e1","Psmg3"
"Rpl9","Tsnax"
"Osbpl3","Gnb1"
"Psmd7","Dnajc19"
"Aldh2","Lypla1"
"Pafah1b3","Utrn"
"Basp1","Crmp1"
"Nmral1","Smarcc2"
"Diws1t","Csk"
"Pbrm1","Ampd2"
"Nek9","Pfas"
"Gfer","Gmfg"
"Pofut2","Mrpl19"
"Gsdmd","Snrpa"
"Ak3","Zcchc8"
"Acox3","Nqo2"
"D17Wsu104e","Stag2"
"Hck","Arpc1b"
"Aldh1l1","Ndufb10"
"Ptgs2","Ccl5"
"Rel","Csde1"
"Ndufb10","Prdx6"
"Psmd11","Uba2"
"Dnaja2","Grcc10"
"pub","Cct7"
"Ndufs6","Cct3"
"Oasl1","Stat1"
"Ttc35","Ppp1r12a"
"Nrd1","Ubxn1"
"Crnkl1","Grb2"
"Nek7","Cpne3"
"Car2","Bcas2"
"Blmh","Tmx3"
"Camp","2310045N01Rik"
"Nup93","Klraq1"
"Ap3b1","Pycr2"
"Sh3bp1","Skiv2l2"
"Mavs","Tomm34"
"Acadsb","Spp1"
"Ube2d3","mDEAH9"
"BC005624","Mri1"
"Tmed10","Stom"
"Impdh2","Rpa1"
"2610301G19Rik","Snrpe"
"Nucb2","Gnat3"
"Parp9","Ifit2"
"Mogs","Renbp"
"Prdx4","Lgals3bp"
"Hk2","Dkc1"
"Syk","Rhoa"
"Rnpep","Lpp"
"Cyp4f18","Camk2g"
"Parp9","Igtp"
"Commd8","Snap29"
"Cd84","Nucb1"
"Pccb","Ntan1"
"Atl3","Gtf3c1"
"Eml2","Uqcrb"
"Cd38","Ifi35"
"Ptpn12","Cnn2"
"Rpl30","Wdr1"
"Psmb7","Pnn"
"Rpl34","Robld3"
"Tpi1","Dkc1"
"Thop1","Sdha"
"Ndufs7","Tollip"
"Atp5e","Tollip"
"Grpel1","Scfd2"
"Cryzl1","Lsm4"
"Fech","Atp6v0d2"
"Tmed7","Ppa2"
"Pcbp2","Pgk1"
"Trip12","CLM1-A"
"Spr","Sdha"
"Prosc","Snx3"
"Mt2","E430025E21Rik"
"Ptplb","Gbp9"
"Ptplb","Hsbp1"
"Mpo","Ddx17"
"Tecr","Rps25"
"Tank","Snora33"
"Prdx5","Cybb"
"Mapk14","Nisch"
"0610031J06Rik","Smpdl3a"
"Vps36","Klraq1"
"Rasal3","Ppp2r5e"
"Eif2c2","Upp1"
"Atpif1","Acap2"
"Pfdn5","Ptgr1"
"Rbm17","Dock8"
"Ywhaq","Atp5a1"
"Fkbp5","Csnk2b"
"MAN2B2","Acads"
"Slmap","Ctbs"
"Psmd11","Fam136a"
"Atp1b3","Tmed9"
"Akap8","Hddc2"
"Glt25d1","Tnfaip8l2"
"Tmpo","4930544G11Rik"
"Pfas","Ppp2r4"
"mACS4","Spnb2"
"Fcgr3","Sykb"
"Trappc9","IIGP"
"Lrp1","Uqcrb"
"Ipo4","Kdm1a"
"Cnbp","Carm1"
"Wbp11","Capn1"
"Atp2b1","Exoc4"
"Nrbp1","Cpne2"
"Ifit2","Oas3"
"Gsdmd","Tprkb"
"Arhgap25","Vps45"
"Tbxas1","Mknk1"
"Mknk1","Ndufb5"
"Prpf3","AK017645"
"Eif6","Eif3f"
"Eif2b2","Lmbrd1"
"Pdlim5","Capza1"
"Mcm4","Txndc17"
"Cnpy3","Eftud1"
"Ep300","Hnrnph2"
"Galm","Glod4"
"Oxct1","Pgam1"
"Sep8","Dars"
"2500003M10Rik","Srsf11"
"Rcc1","Nup93"
"Rsad2","Marcksl1"
"Hist1h1b","Ctnnb1"
"Nfs1","Hsd17b10"
"Hagh","Snx7"
"Smek1","Ppp3ca"
"Itsn2","Rps3a"
"Rnf7","Snrpe"
"Impdh1","Scpep1"
"Gcsh","Scfd2"
"Glt25d1","Gstp1"
"Ugp2","Aldh2"
"Nenf","Pik3r3"
"Gbp2","Rhbdf2"
"Fam136a","Scfd1"
"Vdac1","Cyb5"
"Pls3","Glrx5"
"Gabpb1","Hdac1"
"Lman1","Gsr"
